,Year,Hospital,Rank,Position.Title,Salary,Fringe.Benefits,Total
771,2011,MIDSTATE MEDICAL CENTER,9,Vice President,"$233,100","$84,848","$317,948"
772,2011,MIDSTATE MEDICAL CENTER,10,Physician,"$227,371","$82,763","$310,134"
773,2011,MILFORD HOSPITAL,1,President,"$378,728","$31,076","$409,804"
774,2011,MILFORD HOSPITAL,2,PHYSICIAN CHIEF OPERATING OFFICER,"$351,966","$38,049","$390,015"
775,2011,MILFORD HOSPITAL,3,Hospitalist,"$310,674","$47,420","$358,094"
776,2011,MILFORD HOSPITAL,4,Pathologist,"$300,824","$49,462","$350,286"
777,2011,MILFORD HOSPITAL,5,E.R. Physician,"$286,616","$46,405","$333,021"
778,2011,MILFORD HOSPITAL,6,E.R. Physician,"$286,565","$46,404","$332,969"
779,2011,MILFORD HOSPITAL,7,E.R. Physician,"$302,644","$29,159","$331,803"
780,2011,MILFORD HOSPITAL,8,Physician--Dir.E.R.,"$286,714","$42,853","$329,567"
781,2011,MILFORD HOSPITAL,9,Hospitalist,"$286,398","$43,141","$329,539"
782,2011,MILFORD HOSPITAL,10,E.R. Physician,"$276,594","$46,117","$322,711"
783,2011,NEW MILFORD HOSPITAL,1,V.P. HUMAN RESOURCES,"$576,029","$22,196","$598,225"
784,2011,NEW MILFORD HOSPITAL,2,PVT-PHYSICIAN,"$509,301","$15,064","$524,365"
785,2011,NEW MILFORD HOSPITAL,3,LAB-PHYSICIAN,"$415,396","$17,766","$433,162"
786,2011,NEW MILFORD HOSPITAL,4,DIR-EMER SVCS,"$411,226","$14,015","$425,241"
787,2011,NEW MILFORD HOSPITAL,5,RAD-PHYSICIAN,"$374,674","$13,922","$388,596"
788,2011,NEW MILFORD HOSPITAL,6,ER-PHYSICIAN,"$311,715","$13,009","$324,724"
789,2011,NEW MILFORD HOSPITAL,7,V.P. FINANCE,"$287,097","$17,538","$304,635"
790,2011,NEW MILFORD HOSPITAL,8,ER-PHYSICIAN,"$283,562","$12,528","$296,090"
791,2011,NEW MILFORD HOSPITAL,9,"VP-NURSING, COO","$264,179","$15,450","$279,629"
792,2011,NEW MILFORD HOSPITAL,10,PVT-PHYSICIAN,"$256,721","$11,402","$268,123"
793,2011,NORWALK HOSPITAL,1,VP & Chief Medical Officer,"$697,381","$113,535","$810,916"
794,2011,NORWALK HOSPITAL,2,President & CEO,"$744,166","$53,561","$797,727"
795,2011,NORWALK HOSPITAL,3,VP Quality,"$549,969","$101,673","$651,642"
796,2011,NORWALK HOSPITAL,4,"Physician, Emergeny Department","$560,872","$84,106","$644,978"
797,2011,NORWALK HOSPITAL,5,"Chairman, Dept. of Emergency Medicine","$458,234","$123,798","$582,032"
798,2011,NORWALK HOSPITAL,6,"Chairman, Dept. of OB/GYN","$529,332","$46,966","$576,298"
799,2011,NORWALK HOSPITAL,7,Sr. VP & COO,"$489,476","$44,845","$534,321"
800,2011,NORWALK HOSPITAL,8,"Physician, Emergency Department","$408,600","$109,978","$518,578"
801,2011,NORWALK HOSPITAL,9,"Chairman, Dept. of Medicine","$432,027","$67,686","$499,713"
802,2011,NORWALK HOSPITAL,10,"Chairman, Dept. of Surgery","$366,923","$111,230","$478,153"
803,2011,ROCKVILLE GENERAL HOSPITAL,1,CEO,"$303,238","$9,938","$313,176"
804,2011,ROCKVILLE GENERAL HOSPITAL,2,OB/GYN,"$293,206","$3,641","$296,847"
805,2011,ROCKVILLE GENERAL HOSPITAL,3,Infection Control Director MD,"$218,825","$48,210","$267,035"
806,2011,ROCKVILLE GENERAL HOSPITAL,4,CFO,"$170,361","$8,058","$178,419"
807,2011,ROCKVILLE GENERAL HOSPITAL,5,Senior VP of Medical Affairs,"$148,403","$12,854","$161,257"
808,2011,ROCKVILLE GENERAL HOSPITAL,6,RN Supervisor,"$134,637","$10,058","$144,695"
809,2011,ROCKVILLE GENERAL HOSPITAL,7,Admin Director,"$132,811","$14,421","$147,232"
810,2011,ROCKVILLE GENERAL HOSPITAL,8,RN - ICU,"$127,600","$19,183","$146,783"
811,2011,ROCKVILLE GENERAL HOSPITAL,9,Medical Director ED,"$121,017","$9,509","$130,526"
812,2011,ROCKVILLE GENERAL HOSPITAL,10,Medical Imaging Director,"$119,997","$29,610","$149,607"
813,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,1,President,"$1,303,000","$119,730","$1,422,730"
814,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,2,Executive Vice President and COO,"$626,750","$66,376","$693,126"
815,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,3,President - Saint Francis Foundation,"$502,716","$66,258","$568,974"
816,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,4,"Senior Vice President, Chief Academic Officer","$461,949","$53,125","$515,074"
817,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,5,Vice President - Interim CFO,"$388,851","$47,714","$436,565"
818,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,6,Department Chairman - Emergency,"$382,755","$44,325","$427,080"
819,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,7,Senior Vice President - Planning,"$374,609","$51,466","$426,075"
820,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,8,Staff Physician - Emergency,"$376,338","$43,558","$419,896"
821,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,9,Staff Physician - Emergency,"$373,731","$43,355","$417,086"
822,2011,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,10,Staff Physician - Emergency,"$352,880","$41,586","$394,466"
823,2011,SAINT MARY`S HOSPITAL,1,President & CEO,"$474,783","$174,670","$649,453"
824,2011,SAINT MARY`S HOSPITAL,2,Vice President and CFO,"$439,005","$40,086","$479,091"
825,2011,SAINT MARY`S HOSPITAL,3,Vice President Patient Services,"$230,303","$53,982","$284,285"
826,2011,SAINT MARY`S HOSPITAL,4,Vice President Human Resources,"$209,818","$45,747","$255,565"
827,2011,SAINT MARY`S HOSPITAL,5,Vice President & Chief Medical Officer,"$374,300","$58,462","$432,762"
828,2011,SAINT MARY`S HOSPITAL,6,Chief Information Officer,"$200,231","$39,863","$240,094"
829,2011,SAINT MARY`S HOSPITAL,7,Chief Marketing Officer,"$182,839","$38,209","$221,048"
830,2011,SAINT MARY`S HOSPITAL,8,Vice President Surgical Services,"$254,711","$63,724","$318,435"
831,2011,SAINT MARY`S HOSPITAL,9,Vice President Operations,"$248,336","$48,013","$296,349"
832,2011,SAINT MARY`S HOSPITAL,10,"Divisional Director, Clinical Quality","$151,417","$34,336","$185,753"
833,2011,SAINT VINCENT`S MEDICAL CENTER,1,CHIEF EXECUTIVE OFFICER,"$714,265","$770,490","$1,484,755"
834,2011,SAINT VINCENT`S MEDICAL CENTER,2,CLINICAL CHAIR ONCOLOGY/CHIEF MEDICAL OFFICER,"$516,765","$321,026","$837,791"
835,2011,SAINT VINCENT`S MEDICAL CENTER,3,CLINICAL VICE PRESIDENT CARDIAC SERVICES,"$494,903","$139,242","$634,145"
836,2011,SAINT VINCENT`S MEDICAL CENTER,4,CLINICAL VICE PRESIDENT SURGICAL SERVICES,"$480,942","$149,855","$630,797"
837,2011,SAINT VINCENT`S MEDICAL CENTER,5,SENIOR VICE PRESIDENT/CHIEF FINANCIAL OFFICER,"$374,680","$192,798","$567,478"
838,2011,SAINT VINCENT`S MEDICAL CENTER,6,CLINICAL VICE PRESIDENT MEDICINE,"$426,749","$127,309","$554,058"
839,2011,SAINT VINCENT`S MEDICAL CENTER,7,CHAIRPERSON EMERGENCY CARE,"$398,982","$126,163","$525,145"
840,2011,SAINT VINCENT`S MEDICAL CENTER,8,VICE CHAIRPERSON EMERGENCY CARE,"$418,295","$72,726","$491,021"
841,2011,SAINT VINCENT`S MEDICAL CENTER,9,SENIOR VICE PRESIDENT,"$329,440","$126,775","$456,215"
842,2011,SAINT VINCENT`S MEDICAL CENTER,10,VICE PRESIDENT CHRO EMPLOYEE COUNCIL,"$307,805","$148,115","$455,920"
843,2011,STAMFORD HOSPITAL,1,President & CEO,"$945,000","$1,296,639","$2,241,639"
844,2011,STAMFORD HOSPITAL,2,Sr. VP of Medical Affairs,"$491,996","$588,821","$1,080,817"
845,2011,STAMFORD HOSPITAL,3,Chief of Cardiac Surgery,"$715,346","$277,195","$992,541"
846,2011,STAMFORD HOSPITAL,4,Chief of Surgery,"$760,793","$145,778","$906,571"
847,2011,STAMFORD HOSPITAL,5,Exec. VP and Chief Operating Officer,"$471,450","$285,203","$756,653"
848,2011,STAMFORD HOSPITAL,6,Sr. VP of Strategy & Marketing,"$404,645","$336,003","$740,648"
849,2011,STAMFORD HOSPITAL,7,VP of Finance & Chief Financial Officer,"$474,196","$245,991","$720,187"
850,2011,STAMFORD HOSPITAL,8,VP Ambulatory Services,"$399,435","$256,769","$656,204"
851,2011,STAMFORD HOSPITAL,9,Chief of Cardiology,"$538,041","$42,237","$580,278"
852,2011,STAMFORD HOSPITAL,10,"Chair, Dept of Obstetrics","$481,038","$98,399","$579,437"
853,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,1,President and CEO,"$2,360,685","$403,820","$2,764,505"
854,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,2,Executive Vice President and CMO,"$575,900","$160,955","$736,855"
855,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,3,Hospitalist,"$523,888","$44,676","$568,564"
856,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,4,Chief Emergency Room Physician,"$385,456","$112,154","$497,610"
857,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,5,Chief of Medicine,"$397,970","$82,353","$480,323"
858,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,6,Vice President Human Resources,"$379,627","$82,104","$461,731"
859,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,7,Vice President Patient Services,"$423,100","$32,325","$455,425"
860,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,8,Vice President Finance,"$378,674","$79,997","$458,671"
861,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,9,Oncologic Surgeon,"$397,362","$42,012","$439,374"
862,2011,THE HOSPITAL OF CENTRAL CONNECTICUT,10,Medical Director NBG ED,"$356,027","$62,591","$418,618"
863,2011,WATERBURY HOSPITAL,1,COO,"$337,834","$34,699","$372,533"
864,2011,WATERBURY HOSPITAL,2,CFO,"$322,351","$44,187","$366,538"
865,2011,WATERBURY HOSPITAL,3,Chief Medical Information Officer: MD,"$246,642","$32,499","$279,141"
866,2011,WATERBURY HOSPITAL,4,Medical Director Behavior Health,"$217,821","$27,188","$245,009"
867,2011,WATERBURY HOSPITAL,5,Medical Director Behavior Health,"$214,040","$20,930","$234,970"
868,2011,WATERBURY HOSPITAL,6,Psychiatrist,"$209,117","$31,878","$240,995"
869,2011,WATERBURY HOSPITAL,7,VP Human Resources,"$207,721","$16,418","$224,139"
870,2011,WATERBURY HOSPITAL,8,Psychiatrist,"$204,822","$32,554","$237,376"
871,2011,WATERBURY HOSPITAL,9,COO,"$186,293","$28,001","$214,294"
872,2011,WATERBURY HOSPITAL,10,VP Finance,"$178,156","$13,474","$191,630"
873,2011,WILLIAM W. BACKUS HOSPITAL,1,Former President & CEO,"$651,370","$87,266","$738,636"
874,2011,WILLIAM W. BACKUS HOSPITAL,2,President & CEO,"$602,337","$62,444","$664,781"
875,2011,WILLIAM W. BACKUS HOSPITAL,3,BPS Physician,"$500,120","$23,776","$523,896"
876,2011,WILLIAM W. BACKUS HOSPITAL,4,Sr. Vice President & CFO,"$426,312","$61,985","$488,297"
877,2011,WILLIAM W. BACKUS HOSPITAL,5,Medical Director,"$435,793","$43,404","$479,197"
878,2011,WILLIAM W. BACKUS HOSPITAL,6,E.R. Physician,"$420,535","$49,449","$469,984"
879,2011,WILLIAM W. BACKUS HOSPITAL,7,BPS Physician,"$353,613","$47,026","$400,639"
880,2011,WILLIAM W. BACKUS HOSPITAL,8,BPS Physician,"$340,116","$44,520","$384,636"
881,2011,WILLIAM W. BACKUS HOSPITAL,9,E.R. Physician,"$328,759","$52,057","$380,816"
882,2011,WILLIAM W. BACKUS HOSPITAL,10,E.R. Physician,"$332,803","$39,523","$372,326"
883,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,1,Cheif Executive Officer,"$392,534","$152,709","$545,243"
884,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,2,Physician/Hospitalist,"$317,757","$123,619","$441,376"
885,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,3,Medical Director,"$258,825","$100,692","$359,517"
886,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,4,Cheif Financial Officer/VP Finance,"$243,070","$94,563","$337,633"
887,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,5,Physician/Hospitalist,"$194,243","$75,567","$269,810"
888,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,6,Physician/Hospitalist,"$191,099","$74,344","$265,443"
889,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,7,Physician/Hospitalist,"$190,150","$73,975","$264,125"
890,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,8,Vice-President Operations,"$176,603","$68,705","$245,308"
891,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,9,Medical Director,"$165,265","$64,294","$229,559"
892,2011,WINDHAM COMMUNITY MEMORIAL HOSPITAL,10,Registered Nurse,"$154,209","$59,993","$214,202"
893,2011,YALE-NEW HAVEN HOSPITAL,1,President & CEO(repr YNHH & YNHHS),"$1,918,620","$673,761","$2,592,381"
894,2011,YALE-NEW HAVEN HOSPITAL,2,"Exec VP, COO(repr YNHH & YNHHS)","$1,200,307","$436,117","$1,636,424"
895,2011,YALE-NEW HAVEN HOSPITAL,3,"SR VP, Chief of Staff(repr YNHH & YNHHS)","$1,282,917","$100,374","$1,383,291"
896,2011,YALE-NEW HAVEN HOSPITAL,4,"SR VP Finance, CFO(repr YNHH & YNHHS)","$996,162","$363,529","$1,359,691"
897,2011,YALE-NEW HAVEN HOSPITAL,5,Senior VP HR(repr YNHH & YNHHS),"$727,034","$236,766","$963,800"
898,2011,YALE-NEW HAVEN HOSPITAL,6,Senior VP Administration,"$692,724","$228,265","$920,989"
899,2011,YALE-NEW HAVEN HOSPITAL,7,VP of Legal Services,"$592,284","$210,527","$802,811"
900,2011,YALE-NEW HAVEN HOSPITAL,8,Senior VP Patient Services,"$655,157","$81,152","$736,309"
901,2011,YALE-NEW HAVEN HOSPITAL,9,"Senior VP, CIO(repr YNHH & YNHHS)","$472,812","$214,207","$687,019"
902,2011,YALE-NEW HAVEN HOSPITAL,10,VP Ambulatory Services,"$633,577","$20,640","$654,217"
903,2012,BRIDGEPORT HOSPITAL,1,President & CEO,"$821,932","$279,207","$1,101,139"
904,2012,BRIDGEPORT HOSPITAL,2,Sr. VP of Administration,"$677,655","$207,983","$885,638"
905,2012,BRIDGEPORT HOSPITAL,3,Senior VP of Finance & CFO,"$572,903","$168,477","$741,380"
906,2012,BRIDGEPORT HOSPITAL,4,Medical Director,"$566,162","$66,743","$632,905"
907,2012,BRIDGEPORT HOSPITAL,5,"SR. V.P., Planning & Marketing","$334,349","$126,211","$460,560"
908,2012,BRIDGEPORT HOSPITAL,6,ER Physician,"$359,731","$95,579","$455,310"
909,2012,BRIDGEPORT HOSPITAL,7,Sr. VP of Quality Control & Risk Management,"$367,993","$44,769","$412,762"
910,2012,BRIDGEPORT HOSPITAL,8,ER Physician,"$335,773","$61,722","$397,495"
911,2012,BRIDGEPORT HOSPITAL,9,ER Physician,"$318,850","$74,452","$393,302"
912,2012,BRIDGEPORT HOSPITAL,10,ER Physician,"$307,348","$85,062","$392,410"
913,2012,BRISTOL HOSPITAL,1,President & CEO,"$562,398","$43,128","$605,526"
914,2012,BRISTOL HOSPITAL,2,"Sr. Vice President, Chief Medical Officer","$336,204","$32,057","$368,261"
915,2012,BRISTOL HOSPITAL,3,"Sr. Vice President, Patient Care Services & CNO","$270,749","$33,802","$304,551"
916,2012,BRISTOL HOSPITAL,4,Vice President of Finance/CFO,"$237,994","$30,522","$268,516"
917,2012,BRISTOL HOSPITAL,5,"Vice President, Human Resources and Support Svcs","$173,553","$30,773","$204,326"
918,2012,BRISTOL HOSPITAL,6,"Assistant VIce President, Information Services","$168,111","$30,502","$198,613"
919,2012,BRISTOL HOSPITAL,7,Occupational Health Physician,"$163,729","$13,258","$176,987"
920,2012,BRISTOL HOSPITAL,8,"Assistant Vice President, Chief Development Office","$150,462","$19,087","$169,549"
921,2012,BRISTOL HOSPITAL,9,Controller,"$145,358","$22,759","$168,117"
922,2012,BRISTOL HOSPITAL,10,Director of Clinical Operations,"$139,725","$25,853","$165,578"
923,2012,CHARLOTTE HUNGERFORD HOSPITAL,1,PHYSICIAN SURGEON,"$508,471","$153,169","$661,640"
924,2012,CHARLOTTE HUNGERFORD HOSPITAL,2,PHYSICIAN SURGEON,"$446,613","$134,535","$581,148"
925,2012,CHARLOTTE HUNGERFORD HOSPITAL,3,PATHOLOGIST MED DIRECTOR,"$400,275","$120,577","$520,852"
926,2012,CHARLOTTE HUNGERFORD HOSPITAL,4,CARDIOLOGIST,"$396,129","$119,328","$515,457"
927,2012,CHARLOTTE HUNGERFORD HOSPITAL,5,CEO PRESIDENT,"$386,933","$116,558","$503,491"
928,2012,CHARLOTTE HUNGERFORD HOSPITAL,6,PHYSICIAN SURGEON,"$383,210","$115,436","$498,646"
929,2012,CHARLOTTE HUNGERFORD HOSPITAL,7,CARDIOLOGIST,"$371,226","$111,826","$483,052"
930,2012,CHARLOTTE HUNGERFORD HOSPITAL,8,CARDIOLOGIST,"$339,133","$102,159","$441,292"
931,2012,CHARLOTTE HUNGERFORD HOSPITAL,9,CARDIOLOGIST,"$334,393","$100,731","$435,124"
932,2012,CHARLOTTE HUNGERFORD HOSPITAL,10,VP MEDICAL AFFAIRS,"$307,742","$92,703","$400,445"
933,2012,CT CHILDREN`S MEDICAL CENTER,1,President & CEO,"$685,009","$63,338","$748,347"
934,2012,CT CHILDREN`S MEDICAL CENTER,2,Physician In Chief,"$469,468","$43,437","$512,905"
935,2012,CT CHILDREN`S MEDICAL CENTER,3,EVP & Chief Financial Officer,"$419,520","$58,956","$478,476"
936,2012,CT CHILDREN`S MEDICAL CENTER,4,EVP & Chief Operating Officer,"$394,694","$73,982","$468,676"
937,2012,CT CHILDREN`S MEDICAL CENTER,5,Senior VP & General Counsel,"$324,469","$67,300","$391,769"
938,2012,CT CHILDREN`S MEDICAL CENTER,6,Chief Information Officer,"$259,627","$40,675","$300,302"
939,2012,CT CHILDREN`S MEDICAL CENTER,7,"President, Specialty Group","$220,366","$47,236","$267,602"
940,2012,CT CHILDREN`S MEDICAL CENTER,8,VP Clinical Services & CNO,"$218,171","$32,211","$250,382"
941,2012,CT CHILDREN`S MEDICAL CENTER,9,SrVP Quality Improvement & Pt Safety,"$223,314","$30,142","$253,456"
942,2012,CT CHILDREN`S MEDICAL CENTER,10,"Director, Perioperative Services","$203,068","$32,437","$235,505"
943,2012,DANBURY HOSPITAL,1,CEO CHIEF EXECUTIVE OFFICER,"$892,725","$63,113","$955,838"
944,2012,DANBURY HOSPITAL,2,VP HUMAN RESOURCES,"$381,372","$454,909","$836,281"
945,2012,DANBURY HOSPITAL,3,CFO CHIEF FINANCIAL OFFICER,"$560,956","$53,956","$614,912"
946,2012,DANBURY HOSPITAL,4,CHIEF OPERATING OFFICER,"$397,100","$59,721","$456,821"
947,2012,DANBURY HOSPITAL,5,CHIEF NURSING OFFICER,"$311,477","$54,638","$366,115"
948,2012,DANBURY HOSPITAL,6,EXECUTIVE MEDICAL DIRECTOR,"$267,007","$57,492","$324,499"
949,2012,DANBURY HOSPITAL,7,GENERAL COUNSEL,"$269,977","$48,650","$318,627"
950,2012,DANBURY HOSPITAL,8,DIRECTOR EDUCATION & RESEARCH,"$260,561","$57,286","$317,847"
951,2012,DANBURY HOSPITAL,9,VP FACILITIES,"$242,044","$46,316","$288,360"
952,2012,DANBURY HOSPITAL,10,CHIEF COMPLIANCE OFFICER,"$216,506","$52,929","$269,435"
953,2012,DAY KIMBALL HOSPITAL,1,President & CEO,"$392,986","$121,389","$514,375"
954,2012,DAY KIMBALL HOSPITAL,2,OB/GYN Physician,"$356,406","$55,083","$411,489"
955,2012,DAY KIMBALL HOSPITAL,3,VP Medical Affairs,"$313,542","$50,572","$364,114"
956,2012,DAY KIMBALL HOSPITAL,4,Pulmonary Physician,"$300,526","$49,202","$349,728"
957,2012,DAY KIMBALL HOSPITAL,5,Primary Care Physician,"$265,402","$45,506","$310,908"
958,2012,DAY KIMBALL HOSPITAL,6,Cardiologist,"$263,785","$45,336","$309,121"
959,2012,DAY KIMBALL HOSPITAL,7,Psychiatric Physician,"$242,231","$43,068","$285,299"
960,2012,DAY KIMBALL HOSPITAL,8,OB/GYN Physician,"$194,923","$38,089","$233,012"
961,2012,DAY KIMBALL HOSPITAL,9,Pediatrician,"$191,167","$37,694","$228,861"
962,2012,DAY KIMBALL HOSPITAL,10,Pediatrician,"$188,133","$37,374","$225,507"
963,2012,ESSENT-SHARON HOSPITAL,1,Chief Executive Officer,"$250,047","$486,860","$736,907"
964,2012,ESSENT-SHARON HOSPITAL,2,Chief Nursing Officer,"$159,146","$30,820","$189,966"
965,2012,ESSENT-SHARON HOSPITAL,3,Associate Administrator/Director HR,"$136,648","$31,989","$168,637"
966,2012,ESSENT-SHARON HOSPITAL,4,Chief Financial Officer,"$125,333","$24,272","$149,605"
967,2012,ESSENT-SHARON HOSPITAL,5,"Director, Rehab Services","$108,787","$25,467","$134,254"
968,2012,ESSENT-SHARON HOSPITAL,6,Director Surgical Services,"$107,192","$25,094","$132,286"
969,2012,ESSENT-SHARON HOSPITAL,7,"Director, Emergency Services","$106,970","$25,042","$132,012"
970,2012,ESSENT-SHARON HOSPITAL,8,Registered Nurse -,"$106,005","$24,816","$130,821"
971,2012,ESSENT-SHARON HOSPITAL,9,Registered Nurse -,"$105,499","$24,697","$130,196"
972,2012,ESSENT-SHARON HOSPITAL,10,"Director, Quality","$105,347","$24,662","$130,009"
973,2012,GREENWICH HOSPITAL,1,President & CEO,"$1,362,136","$168,493","$1,530,629"
974,2012,GREENWICH HOSPITAL,2,Executive VP & COO,"$725,388","$65,697","$791,085"
975,2012,GREENWICH HOSPITAL,3,Senior VP & CFO,"$513,636","$203,263","$716,899"
976,2012,GREENWICH HOSPITAL,4,"Director, Pathology","$547,390","$55,435","$602,825"
977,2012,GREENWICH HOSPITAL,5,Pathologist,"$529,964","$62,086","$592,050"
978,2012,GREENWICH HOSPITAL,6,Pathologist,"$519,771","$48,192","$567,963"
979,2012,GREENWICH HOSPITAL,7,VP YNHH/COO Greenwich,"$510,091","$36,212","$546,303"
980,2012,GREENWICH HOSPITAL,8,Pathologist,"$491,193","$47,279","$538,472"
981,2012,GREENWICH HOSPITAL,9,Chief Quality Officer,"$468,488","$37,572","$506,060"
982,2012,GREENWICH HOSPITAL,10,SVP- Health System Development,"$378,745","$125,784","$504,529"
983,2012,GRIFFIN HOSPITAL,1,CHIEF EXECUTIVE OFFICER,"$492,387","$66,156","$558,543"
984,2012,GRIFFIN HOSPITAL,2,"CHIEF, PSYCHIATRIC PHYSICIAN","$290,606","$23,813","$314,419"
985,2012,GRIFFIN HOSPITAL,3,"DIRECTOR, PREVENTATIVE MEDICINE","$279,795","$28,762","$308,557"
986,2012,GRIFFIN HOSPITAL,4,PSYCHIATRIC PHYSICIAN,"$227,512","$76,047","$303,559"
987,2012,GRIFFIN HOSPITAL,5,"CHIEF, PULMONARY PHYSICIAN","$232,023","$47,152","$279,175"
988,2012,GRIFFIN HOSPITAL,6,CHIEF MEDICAL DIRECTOR,"$202,330","$68,698","$271,028"
989,2012,GRIFFIN HOSPITAL,7,VICE PRESIDENT ANCILLARY SERVICES,"$216,399","$39,481","$255,880"
990,2012,GRIFFIN HOSPITAL,8,VICE PRESIDENT COMMUNICATION,"$194,008","$49,995","$244,003"
991,2012,GRIFFIN HOSPITAL,9,"VICE PRESIDENT, NURSING","$182,454","$48,863","$231,317"
992,2012,GRIFFIN HOSPITAL,10,PSYCHIATRIC PHYSICIAN,"$203,502","$22,119","$225,621"
993,2012,HARTFORD HOSPITAL,1,"VP, Academic Affairs & Chief Academic Officer","$575,733","$2,775,774","$3,351,507"
994,2012,HARTFORD HOSPITAL,2,"VP, Physician Relations","$535,069","$2,439,968","$2,975,037"
995,2012,HARTFORD HOSPITAL,3,Director of Cardiology,"$521,643","$1,173,198","$1,694,841"
996,2012,HARTFORD HOSPITAL,4,Director of Maternal & Fetal Medicine,"$345,258","$853,418","$1,198,676"
997,2012,HARTFORD HOSPITAL,5,President and CEO,"$850,500","$67,123","$917,623"
998,2012,HARTFORD HOSPITAL,6,Executive VP and CFO,"$718,962","$64,084","$783,046"
999,2012,HARTFORD HOSPITAL,7,"VP, Psychiatry","$546,822","$189,834","$736,656"
1000,2012,HARTFORD HOSPITAL,8,"VP, Academic Affairs","$617,281","$88,279","$705,560"
1001,2012,HARTFORD HOSPITAL,9,Director of Surgery,"$570,002","$117,586","$687,588"
1002,2012,HARTFORD HOSPITAL,10,SVP & Chief Medical Officer,"$573,366","$90,065","$663,431"
1003,2012,HOSPITAL OF SAINT RAPHAEL,1,President,"$705,874","$1,097,731","$1,803,605"
1004,2012,HOSPITAL OF SAINT RAPHAEL,2,Senior Vice President-CMO (MD),"$452,134","$272,005","$724,139"
1005,2012,HOSPITAL OF SAINT RAPHAEL,3,Section Chief-Thoracic Surgery (MD),"$476,168","$88,599","$564,767"
1006,2012,HOSPITAL OF SAINT RAPHAEL,4,Clinical Chair - Medicine (MD),"$460,913","$80,739","$541,652"
1007,2012,HOSPITAL OF SAINT RAPHAEL,5,Cardiologist (MD),"$495,834","$18,655","$514,489"
1008,2012,HOSPITAL OF SAINT RAPHAEL,6,DIrector- Cardiology Fellowship/CDU (MD),"$484,994","$18,740","$503,734"
1009,2012,HOSPITAL OF SAINT RAPHAEL,7,"Director, Surgical Intensive Care Unit (MD)","$343,321","$135,555","$478,876"
1010,2012,HOSPITAL OF SAINT RAPHAEL,8,Clinical Chair - Womens/Childrens Services (MD),"$414,577","$57,690","$472,267"
1011,2012,HOSPITAL OF SAINT RAPHAEL,9,Clinical Chair - Emergency Medicine (MD),"$381,802","$78,931","$460,733"
1012,2012,HOSPITAL OF SAINT RAPHAEL,10,Associate Clinical Chair - Medicine (MD),"$349,451","$19,027","$368,478"
1013,2012,JOHN DEMPSEY HOSPITAL,1,CEO,"$420,000","$57,518","$477,518"
1014,2012,JOHN DEMPSEY HOSPITAL,2,ASSOCIATE PROFESSOR / CLINICAL/ER,"$271,679","$51,140","$322,819"
1015,2012,JOHN DEMPSEY HOSPITAL,3,COO,"$256,480","$53,257","$309,737"
1016,2012,JOHN DEMPSEY HOSPITAL,4,ASSISTANT PROFESSOR / CLINICAL / ER,"$223,804","$46,566","$270,370"
1017,2012,JOHN DEMPSEY HOSPITAL,5,ASSISTANT PROFESSOR / CLINICAL / ER,"$215,711","$48,937","$264,648"
1018,2012,JOHN DEMPSEY HOSPITAL,6,ASSOCIATE VICE PRESIDENT / NURSING,"$218,551","$43,250","$261,801"
1019,2012,JOHN DEMPSEY HOSPITAL,7,ASSISTANT PROFESSOR / CLINICAL / ER,"$209,746","$48,713","$258,459"
1020,2012,JOHN DEMPSEY HOSPITAL,8,PHARMACIST,"$155,507","$93,571","$249,078"
1021,2012,JOHN DEMPSEY HOSPITAL,9,CHIEF PERFUSIONIST,"$184,411","$51,251","$235,662"
1022,2012,JOHN DEMPSEY HOSPITAL,10,ASSISTANT PROFESSOR / CLINICAL / ER,"$180,846","$45,587","$226,433"
